uai - identifiant;exercice;Acquisitions d'immobilisations;ANR hors investissements d'avenir;ANR investissements d'avenir;Autres ressources propres;Autres Subventions;Besoin en fonds de roulement;CAF / Produits encaissables;Charges décaissables / Produits.encaissables;Charges externes;Charges externes / Produits.encaissables;Contrats et prestations de recherche hors ANR;Dépenses de personnel;Dépenses de personnel / Produits encaissables;Droits d'inscription;Excédent Brut d'Exploitation (EBE);Fonds de roulement en jours de charges décaissables;Fonds de roulement net global;Formation continue, diplômes propres et VAE;Ressources propres;Ressources propres / Produits encaissables;Résultat net comptable;Solde budgétaire;Taxe d'apprentissage;Trésorerie;Trésorerie en jours de charges décaissables;Valorisation;rce;vague;typologie;code du groupe;groupe;uai actuel;etablissement;code de la commune;commune;code de l'academie;academie;code de la region;region;Capacité d'autofinancement;Charges de fonctionnement décaissables;Produits de fonctionnement encaissables;Résultat net comptable hors SIE;Subventions de la région;Subventions Union Européenne
0751721N;2019;29704727;6355865;6233495;16394571;19523680;-26933179;1.46917478467378;98.5308252153262;;;221692;245770810;81.0872430203223;5860124;;24.4347599690603;20270080.0;14065434;76511388;21.2784313085296;5065448;1327157;1030103;47203259.0;56.9016157520041;926007;2009;D;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0751721N;Université Paris Descartes;75106;Paris 6e;A01;Paris;R11;Île-de-France;4452985;298641313;303094298;6026667;3971391;1929026
0752744A;2019;;;;0;;;;;;;;;;;;;;;0;;;;;;;;;;;;;0752744A;Académie des sciences d'outre-mer;75016;Paris 16e;A01;Paris;R11;Île-de-France;;;;;;
0753486G;2019;443038;832318;2202358;1190365;1962697;-3122512;1.05580158919734;98.9441933264125;;;230737;32310401;82.1393431028874;309578;;45.1000027722986;4875908.0;249232;7451915;16.1395933565731;139517;1388510;3270;7998420.0;73.9818643366546;;2013;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753486G;École pratique des hautes études;75114;Paris 14e;A01;Paris;R11;Île-de-France;415311;38920771;39336084;139517;61690;409670
0760165S;2019;3339222;838697;;6622814;350786;-5464873;4.69470638301414;95.3024819357211;;;1544926;25506402;71.7158726352249;740890;;61.0592510548841;5748931.0;501817;13006898;30.2658931056704;945673;663622;;11213804.0;119.101529261051;;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0760165S;Institut national des sciences appliquées de Rouen;76575;Saint-Étienne-du-Rouvray;A21;Rouen;R28;Normandie;1669715;33895194;35565909;945673;969710;1437258
0801344B;2019;7330391;840029;1278278;9457424;4007829;422364;2.62043907757255;97.561327806375;;;8332;157436319;83.0553159913218;4069515;;63.7430507119182;32745041.0;3211367;35075713;13.8941498237399;1050902;5714623;884468;32322677.0;62.9208569064229;1441393;2011;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0801344B;Université de Picardie Jules-Verne;80021;Amiens;A20;Amiens;R32;Hauts-de-France;4967199;184933332;189555981;1050902;8172480;1704598
0840685N;2019;1834525;1029904;711000;1134876;942067;-3536025;5.41326621857268;94.5867337814273;;;262243;46470724;79.3170043552157;776520;;73.2289244220799;11272585.0;1873609;9485959;14.5510316153302;2390102;3381793;203005;14808610.0;96.1996367724046;797252;2010;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0840685N;Université d'Avignon et des Pays de Vaucluse;84007;Avignon;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;3171557;55417045;58588602;2390102;1202194;553289
0900424X;2019;3160720;;4485;1377711;998990;-1674376;9.30128919623379;90.6987108037662;;;57126;25493496;70.5919275341567;912933;;153.00336783826;13921113.0;338332;7197229;19.638606157624;1920266;915675;766789;15595489.0;171.406003247337;1839461;2010;B;université technologique;GR50;écoles d'ingénieurs;0900424X;Université de technologie de Belfort-Montbéliard;90094;Sevenans;A03;Besançon;R27;Bourgogne-Franche-Comté;3359058;32754839;36113897;1920266;700887;200515
0912330N;2019;13681966;;;;;-30639435;2.71392262397017;97.2860792577307;;;;3917953;7.37241564612462;;;16.8233206622392;2416069.0;;;97.7099963609786;1313136;-7930496;;33055504.0;230.168651410175;;;;;;;;;;;;;;;1442271;51701139;53143409;1313136;;
0912341A;2019;3939135;3639932;8118674;12237571;11405192;-7815073;10.9260846099594;89.0739153900406;;;2059615;57937935;61.6430004894484;9732387;;299.239414989295;69589879.0;9341815;68326447;47.7407295767647;3922345;32648613;2715200;77404952.0;332.844558527749;5983454;2015;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0912341A;CentraleSupélec;91272;Gif-sur-Yvette;A25;Versailles;R11;Île-de-France;10269370;83720109;93989479;3922345;579095;2513512
0912408Y;2019;;;51138580;0;2410302;;;;;;;;;;;;;;53548882;;;;;;;;;;;;;;;;;;;;;;;;;;
0932560C;2019;162302994;;;23529188;;-36791996;-56.6323270677206;156.632327067721;;;;90992;1.20795948014942;;;812.174283019546;26618218.0;;23529188;81.1488651550446;437319;-80586244;;63410214.0;1934.77058049363;;;;;;;;;;;;;;;-4265945;11798648;7532703;437319;;
9730429D;2019;28783230;;;0;;3101714;-0.430196229715554;26.0008279260282;;;;20977982;74.6634739800346;;;214.906957586589;4361046.0;;0;23.3163146165888;-186647;;;1259332.0;62.0583247027053;;2015;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;9730429D;Université de Guyane;97302;Cayenne;A33;Guyane;R03;Guyane;-120871;7305378;28096713;-186647;;
9830445S;2019;7815131;129160;229911;3489060;318799;2014123;8.01129493931779;91.3886028849274;;;428139;23121929;74.1479049689158;436391;;97.1479139058184;7690387.0;286274;5354798;13.1160805660092;899877;-3664033;;5676264.0;71.7047407859574;37064;2011;B;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;9830445S;Université de la Nouvelle-Calédonie;98818;Nouméa;A40;Nouvelle-Calédonie;R00;Collectivités d'outre-mer;2498204;28498186;31183523;899877;;
0130221V;2020;7e+05;18855;0;1042712;150000;-279511;9.1272128447921;90.8727871552079;;;87297;2514600;51.7620419925895;804398;;67.6465817967653;829535.0;225994;2652278;54.1662000823384;153400;-757611;0;1109046.0;90.4400308068681;0;;C;institut d'études politiques;GR20;instituts d'études politiques;0130221V;Institut d'études politiques d'Aix-en-Provence;13001;Aix-en-Provence;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;443400;4414600;4858000;153400;180916;142106
0133774G;2020;3572147;325135;0;698017;985363;-3787537;3.85545082227713;96.1445491777229;;;251650;14245306;73.7343685978773;1500000;;16.4787665074913;850254.0;65000;6375825;24.6803325340827;218401;-1219640;8e+05;4637791.0;89.8849931897345;0;2014;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0133774G;École centrale de Marseille;13213;Marseille 13e;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;744864;18574900;19319764;218401;1519237;231423
0251215K;2020;17165660;537768;407380;12181644;5462274;-7954532;2.34960394384838;97.6503960561516;;;2427407;166994405;81.0371531837573;3232525;;57.8638547761194;32344215.0;2480520;46380143;18.2083821418586;1141862;7034336;503000;40298747.0;72.0945258392444;20000;2010;B;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0251215K;Université de Franche-Comté;25056;Besançon;A03;Besançon;R27;Bourgogne-Franche-Comté;4841862;201229549;206071411;1141862;13388808;5738817
0340112M;2020;1400000;1254933;0;343452;911360;-832756;0.278632230879661;99.7213677691203;;;0;9082918;73.5439295954035;150000;;69.9287410000619;2392324.0;554900;3586557;25.418915931801;-715588;-1483139;51000;3225080.0;94.2705854326084;272667;2011;E;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0340112M;École nationale supérieure de chimie de Montpellier;34172;Montpellier;A11;Montpellier;R76;Occitanie;34412;12315918;12350330;-715588;14920;33325
0342032Z;2020;2350000;;;950000;825000;-791373;20.3200837850255;84.460711187873;;;;750000;11.9519874322462;;;301.370739622642;4436847.0;;1775000;23.5055752834175;190107;-1074893;;5228220.0;355.124377358491;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0342032Z;CINES - Centre informatique national de l'enseignement supérieur;;;;;;;1275107;5300000;6275107;190107;;
0342321N;2020;33894202;6157280;18563547;15557173;24869354;-21581418;2.84555092964802;97.154448821659;;;4140842;312358134;77.6812720010743;5255340;;22.843097915264;24788582.0;7494840;115841543;26.0852621116591;55093;-11600058;15082547;46370000.0;42.730739916095;260897;2015;C;pluridisciplinaire avec santé;GR11;universités pluridisciplinaires avec santé;0342321N;Université de Montpellier;34172;Montpellier;A11;Montpellier;R76;Occitanie;11442024;390660214;402102239;291947;10457450;8002273
0350097R;2020;2737093;382286;7583;5648176;1704863;-1973768;6.32900833314581;93.6709916668542;;;971340;31080671;75.3677493328595;847050;;44.8760320309093;4815284.0;745280;12035019;26.7173339753195;1200000;890050;250000;6789052.0;63.2705599527481;0;2015;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0350097R;Institut national des sciences appliquées de Rennes;35238;Rennes;A14;Rennes;R53;Bretagne;2610000;38628688;41238688;1200000;565989;912452
0380134P;2020;1021800;89537;177001;97286;240200;-1124515;-4.92294449928281;104.922944499283;;;97943;2883965;60.222860699951;1721500;;80.3281075482648;1121151.0;768243;3688345;69.0847705520837;-389086;-877552;40000;2245666.0;160.897238610572;0;;A;institut d'études politiques;GR20;instituts d'études politiques;0380134P;Institut d'études politiques de Grenoble;38421;Saint-Martin-d'Hères;A08;Grenoble;R84;Auvergne-Rhône-Alpes;-235751;5024572;4788821;-389086;334010;122625
0381912X;2020;24113079;3840436;2069004;7777032;13499943;-17781244;0.209550631324195;99.7904493686758;;;3277767;84521268;72.5791299009198;2350500;;41.1898532660627;13296305.0;4577829;47259006;32.5974945840397;-1267441;-14537607;1795750;31077549.0;96.2733393359187;598570;2010;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0381912X;Grenoble INP;38185;Grenoble;A08;Grenoble;R84;Auvergne-Rhône-Alpes;244030;116209926;116453956;-1290888;3660937;3811238
0440100V;2020;6361977;543191;2045935;2432028;3167411;-7277794;4.20709654477066;95.7929034552293;;;5124050;28890894;65.781535828607;3164862;;40.4496435658306;4727184.0;1928157;26019761;50.0509705743636;0;-676597;611300;12004978.0;102.724387524505;450000;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0440100V;École centrale de Nantes;44109;Nantes;A17;Nantes;R52;Pays de la Loire;1847734;42071724;43919458;0;1624336;4928491
0640251A;2020;17166927;681780;5672352;2984292;6216035;-10321623;2.2921489289808;97.7078518613783;;;5275265;103155418;81.5298251141557;2285000;;9.15435652514158;3143622.0;4833052;42167900;26.8105920103561;930136;-6320930;512500;13465245.0;39.2113471111921;;2010;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0640251A;Université de Pau et des Pays de l'Adour;64445;Pau;A04;Bordeaux;R75;Nouvelle-Aquitaine;2900136;123624628;126524763;930136;11713243;1994381
0660437S;2020;14237014;252009;;2534003;5587013;-10288406;0.779233710688881;99.2207662893111;;;315060;60757512;80.7712346912567;1163000;;40.3894550703956;8373583.0;1203351;17617023;18.2280064853609;-602817;-9673250;327820;18661989.0;90.0149393920997;;2012;E;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0660437S;Université de Perpignan - Via Domitia;66136;Perpignan;A11;Montpellier;R76;Occitanie;586153;74635567;75221720;-602817;4725267;1509500
0681166Y;2020;10759462;616457;660710;1864997;2667744;-9183314;2.02732969021172;97.9726703097883;;;673854;76210229;74.7585084756138;1695226;;60.2773313594562;16722804.0;2170000;28234632;26.2714892054178;-403302;-7239782;16143714;25906118.0;93.3785780735799;0;2009;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0681166Y;Université de Haute-Alsace;68224;Mulhouse;A15;Strasbourg;R44;Grand Est;2066698;99875182;101941880;-403302;781712;960218
0690192J;2020;18799762;4512556;1064216;20890602;3366987;-2295309;4.7018230735307;95.2981769264693;;;4167028;20728052;34.9543820152264;5692364;;62.4155318521957;9797869.0;1359310;46059801;69.1512045740885;408195;-9772202;1400000;12093178.0;77.0373778883217;;;A;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0690192J;Institut national des sciences appliquées de Lyon;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes;2788195;56512101;59300296;26883;2400596;1206142
0691774D;2020;40566766;7010291;8167249;16272673;14201008;-19142451;4.36201763648949;95.6379823635105;;;;299554879;78.8712094753398;8043270;;57.0876635622354;57600741.0;17550639;88385302;19.9867769193177;3553182;-11524701;1589200;76743192.0;76.0596035663506;5000;2009;A;scientifique et/ou médicale;GR13;universités scientifiques et/ou médicales;0691774D;Université Claude Bernard - Lyon 1;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes;16567055;363235513;379802568;3414257;10611529;4934443
0692437Z;2020;8502622;155270;242506;4095436;5870382;-1307397;3.43930975186292;96.5606902481371;;;0;95573536;81.2108470837038;3562255;;33.1279944016665;10457229.0;8957388;24746611;22.3386833867754;2505159;-5497867;625000;11764626.0;37.2697647020736;325012;2010;A;tertiaire (droit et économie);GR14;universités tertiaires (droit et économie);0692437Z;Université Jean Moulin - Lyon 3;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes;4047575;113638103;117685678;2505159;860297;53065
0692459Y;2020;590840;27480;0;140200;49000;290960;14.6654088421861;85.3345911578139;;;0;961177;35.4890008049092;15000;;233.92908832482;1501815.0;232370;587050;21.0428374157245;0;-176515;5000;1210855.0;188.607921910189;60000;;A;autres établissements;GR60;autres établissements d'enseignement et de recherche;0692459Y;École nationale supérieure des sciences de l'information et des bibliothèques;69266;Villeurbanne;A10;Lyon;R84;Auvergne-Rhône-Alpes;397195;2311185;2708380;0;58000;0
0694123G;2020;6768338;2196501;3320815;7097300;2471956;-7056991;2.09552554705323;97.9044744529468;;;629107;98681206;72.8816456716719;580000;;34.4557837985612;12687570.0;130000;19085954;12.8806756515708;47342;-2547151;60000;19744561.0;53.620537661152;65867;2010;A;école normale supérieure;GR30;écoles normales supérieures;0694123G;École normale supérieure de Lyon;69387;Lyon 7e;A10;Lyon;R84;Auvergne-Rhône-Alpes;2837326;132561930;135399256;47342;768924;1765484
0753375L;2020;2627577;;;2118017;1207000;-1949470;7.71720616650187;92.2827938334981;;;1688492;10285306;72.4989010945634;209550;;82.7034919602909;3007654.0;165900;5519159;25.4613288198559;284621;917680;130200;4957124.0;136.309384284284;;2011;D;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0753375L;École nationale supérieure de chimie de Paris;75105;Paris 5e;A01;Paris;R11;Île-de-France;1094828;13092016;14186844;284621;;
0753480A;2020;10829897;;;1859410;4117613;-5728031;0.0947162778365156;99.9052837221635;;;30000;30746919;72.2997448515601;;;88.1332257891635;10401368.0;2300;10482565;22.177183916226;-991482;-10199745;;16129399.0;136.668173254759;;2012;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0753480A;Collège de France;75105;Paris 5e;A01;Paris;R11;Île-de-France;40280;42486729;42527009;-991482;1247767;3225475
0755026F;2020;2729327;0;0;2161258;341599;228771;9.35008159203112;90.6499184079689;;;0;4207323;38.2191081233397;0;;298.429227955821;8272401.0;0;2502857;19.9597799068132;618846;-1406430;0;8043630.0;290.176248813649;0;;D;autres établissements;GR60;autres établissements d'enseignement et de recherche;0755026F;Institut national d'histoire de l'art;75102;Paris 2e;A01;Paris;R11;Île-de-France;1029297;9979131;11008428;618846;0;0
0755354M;2020;9106575;;;15778344;;-8938848;14.3399106022027;85.6600893977973;;;;7724344;24.3339584357704;;;94.3586478196921;7126997.0;;15778344;52.0414317912096;146927;3456880;;16065845.0;212.705492970007;;;C;autres établissements;GR60;autres établissements d'enseignement et de recherche;0755354M;RENATER - Réseau national de communications pour la technologie, l’enseignement et la recherche;;;;;;;4551927;27191137;31743064;146927;;
0755581J;2020;12500;;285730;829733;110000;-32996;3.67257561441869;96.3454674678054;;;;652505;42.1978543606379;;;333.792637749373;1381335.0;;1225463;79.2513608299559;55539;43039;;1414331.0;341.765954776146;;;D;communauté d'universités et établissements;;communauté d'universités et établissements;0755581J;Hautes Études-Sorbonne-Arts et Métiers;75105;Paris 5e;A01;Paris;R11;Île-de-France;56789;1489789;1546299;55539;;
0755890V;2020;38249127;17543732;7040159;94213894;44884006;-31560547;0.613450561045498;99.3865494389545;;;4730401;530550855;76.6386680469126;13665816;;31.2933576406842;59807596.0;9875374;220041827;29.39228994112;-10553231;-17436204;2602971;91368143.0;47.8069035890388;0;;;pluridisciplinaire avec santé;GR50;universités pluridisciplinaires avec santé;0755890V;Sorbonne Université;75106;Paris 6e;A01;Paris;R11;Île-de-France;4246769;688028904;692275673;-10553231;1383209;24102265
0760165S;2020;3899902;1161729;0;5396796;1421267;-3365372;0.974222274243234;99.0257777257568;;;1322414;27619572;72.2897064563194;780000;;27.694218765301;2910552.0;533417;14293145;35.1580939133741;0;-3873315;5e+05;6275924.0;59.7160992864594;0;2011;B;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0760165S;Institut national des sciences appliquées de Rouen;76575;Saint-Étienne-du-Rouvray;A21;Rouen;R28;Normandie;372219;37834565;38206784;0;743127;2434395
0811293R;2020;904100;38024;0;277285;642240;-1198042;5.19808101518527;94.8019189848147;;;132877;3883611;44.6915885204762;364845;;62.1031791311103;1421145.0;395025;3485401;39.4422750435194;170682;-391452;332965;2619187.0;114.456891759022;0;;A;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0811293R;Institut national universitaire Jean-François Champollion;81004;Albi;A16;Toulouse;R76;Occitanie;451703;8238100;8689803;170682;997140;305000
0840685N;2020;5275672;1248987;1161000;1078470;695068;-3366386;2.03928743136623;97.9607125686338;;;1383229;48909575;80.9657059497001;7e+05;;39.6704860100177;6520933.0;2011364;10900371;15.8673751340618;286888;-2728540;150000;9887319.0;60.1500966297433;174500;2010;C;pluridisciplinaire sans santé;GR12;universités pluridisciplinaires sans santé;0840685N;Université d'Avignon et des Pays de Vaucluse;84007;Avignon;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;1231888;59175879;60407767;286888;1822505;475248
0860073M;2020;2668140;587000;75000;349500;450700;1005080;5.54072271631603;94.459277283684;;;2450000;12203210;72.9153284945428;556000;;72.8440470154822;3198832.0;0;6772040;32.4844537013258;27303;-370440;195000;2193752.0;49.9562883666001;0;2013;C;école d'ingénieurs et assimilés;GR50;écoles d'ingénieurs;0860073M;École nationale supérieure de mécanique et d'aérotechnique de Poitiers;86062;Chasseneuil-du-Poitou;A13;Poitiers;R75;Nouvelle-Aquitaine;927303;15808835;16736138;27303;937540;1171300
